user_id,show_id,rating
94,s583,Dislike
94,s7245,Dislike
94,s8527,Dislike
94,s6212,Dislike
94,s3941,Dislike
94,s1306,Dislike
94,s6115,Dislike
94,s7304,Dislike
94,s3676,Dislike
94,s180,Like
94,s2165,Dislike
94,s6063,Dislike
95,s2356,Dislike
95,s7913,Like
95,s5363,Like
95,s1306,Dislike
95,s4952,Dislike
95,s2165,Dislike
96,s7638,Dislike
97,s6511,Dislike
99,s6642,Dislike
99,s7199,Dislike
99,s6942,Dislike
99,s531,Dislike
100,s583,Dislike
101,s6511,Dislike
101,s5363,Dislike
101,s6360,Dislike
101,s3186,Like
101,s7304,Dislike
101,s2165,Dislike
101,s8257,Dislike
102,s6511,Dislike
103,s7638,Dislike
104,s7954,Dislike
104,s6255,Dislike
105,s7199,Dislike
105,s6255,Dislike
105,s8527,Dislike
105,s6362,Dislike
105,s783,Dislike
105,s6248,Dislike
105,s6212,Dislike
105,s3941,Dislike
105,s7621,Dislike
105,s1161,Dislike
105,s6115,Dislike
105,s7994,Dislike
105,s2798,Like
105,s6213,Like
106,s7954,Dislike
106,s7621,Dislike
106,s531,Dislike
106,s1020,Dislike
106,s7638,Dislike
106,s8257,Dislike
107,s7638,Dislike
108,s5332,Dislike
108,s5363,Dislike
108,s6640,Dislike
108,s3046,Dislike
108,s4046,Dislike
108,s7638,Dislike
108,s594,Dislike
110,s7954,Dislike
110,s8111,Like
110,s300,Like
110,s7199,Dislike
111,s7954,Dislike
111,s6449,Dislike
111,s300,Dislike
111,s7199,Dislike
111,s6255,Dislike
111,s7913,Dislike
113,s7199,Dislike
113,s6511,Dislike
113,s6255,Dislike
113,s7945,Dislike
115,s956,Like
115,s7638,Dislike
116,s7638,Dislike
116,s794,Like
117,s7954,Dislike
117,s7913,Dislike
117,s583,Dislike
117,s268,Dislike
117,s7863,Dislike
117,s7996,Dislike
117,s7621,Dislike
117,s7945,Dislike
117,s7638,Dislike
117,s8450,Dislike
118,s8111,Dislike
118,s1945,Dislike
118,s3530,Dislike
118,s300,Dislike
119,s2721,Dislike
119,s6,Dislike
119,s140,Like
123,s7954,Dislike
123,s8306,Dislike
123,s7199,Dislike
123,s2897,Dislike
123,s2356,Dislike
123,s6511,Dislike
123,s5332,Dislike
123,s6255,Dislike
123,s7913,Dislike
123,s7863,Dislike
123,s6019,Dislike
123,s6793,Dislike
123,s956,Dislike
123,s8527,Dislike
123,s6362,Dislike
123,s783,Like
123,s7621,Like
123,s7316,Dislike
123,s6115,Dislike
123,s5004,Dislike
123,s47,Dislike
123,s1982,Dislike
123,s7638,Dislike
123,s2165,Dislike
123,s959,Dislike
124,s7954,Dislike
124,s300,Dislike
124,s7199,Dislike
128,s7913,Dislike
129,s7621,Like
131,s7954,Dislike
131,s5332,Dislike
131,s6255,Dislike
131,s533,Dislike
131,s7621,Dislike
131,s7945,Like
131,s6360,Dislike
131,s47,Dislike
131,s7638,Dislike
132,s6255,Like
133,s7945,Like
134,s7954,Dislike
134,s7638,Dislike
135,s6511,Dislike
136,s7954,Dislike
137,s7954,Dislike
137,s7199,Dislike
137,s6511,Dislike
137,s5332,Dislike
137,s533,Dislike
137,s5004,Dislike
137,s6360,Dislike
137,s7122,Dislike
137,s7638,Dislike
137,s8257,Dislike
137,s330,Dislike
137,s181,Dislike
140,s5363,Dislike
141,s300,Dislike
141,s8306,Like
141,s7199,Dislike
141,s7913,Dislike
141,s8131,Like
141,s8188,Dislike
141,s5363,Dislike
141,s6019,Dislike
141,s8284,Dislike
141,s533,Like
141,s2798,Like
141,s6,Dislike
141,s3771,Like
142,s7531,Dislike
142,s5332,Dislike
142,s6360,Dislike
142,s7638,Dislike
142,s330,Dislike
144,s7199,Dislike
144,s2897,Dislike
144,s6942,Dislike
144,s171,Dislike
144,s6255,Dislike
144,s427,Dislike
144,s6842,Dislike
146,s8236,Dislike
147,s6942,Dislike
148,s7954,Dislike
148,s300,Dislike
148,s7199,Dislike
148,s6511,Like
148,s7531,Dislike
148,s5332,Dislike
148,s6255,Dislike
148,s7913,Dislike
148,s583,Dislike
148,s7863,Like
148,s6019,Like
148,s5530,Dislike
148,s6793,Dislike
148,s956,Dislike
148,s8527,Like
148,s6362,Like
148,s783,Dislike
148,s8284,Like
148,s7963,Like
148,s3941,Like
148,s7126,Like
148,s7621,Like
148,s6115,Dislike
148,s427,Dislike
148,s6620,Like
149,s7954,Dislike
149,s8111,Dislike
149,s3530,Dislike
149,s300,Dislike
149,s8306,Dislike
149,s7199,Dislike
149,s2897,Dislike
149,s6942,Like
149,s2111,Dislike
149,s8250,Dislike
149,s171,Dislike
149,s2356,Dislike
149,s6511,Dislike
149,s2721,Like
149,s7531,Like
149,s5332,Dislike
149,s6255,Dislike
149,s7913,Dislike
149,s583,Dislike
149,s268,Dislike
149,s7863,Dislike
149,s8065,Dislike
149,s6019,Dislike
149,s5530,Dislike
149,s6609,Dislike
149,s6793,Dislike
149,s956,Dislike
149,s8527,Dislike
149,s6362,Dislike
149,s783,Dislike
149,s1815,Dislike
149,s4766,Like
149,s585,Like
149,s165,Dislike
149,s6248,Dislike
149,s6212,Dislike
149,s6310,Like
149,s8284,Dislike
149,s7963,Dislike
149,s3941,Dislike
149,s7621,Dislike
149,s7945,Like
149,s7316,Dislike
149,s6640,Like
149,s6115,Dislike
149,s427,Dislike
149,s1571,Dislike
149,s7994,Like
149,s5004,Dislike
149,s6213,Dislike
149,s3046,Like
149,s6,Dislike
149,s6360,Dislike
149,s7080,Like
149,s3186,Like
149,s7304,Like
149,s819,Dislike
149,s3914,Dislike
149,s1982,Dislike
149,s358,Like
149,s7638,Dislike
149,s2165,Dislike
149,s2280,Like
149,s2070,Dislike
149,s2793,Dislike
149,s8450,Dislike
149,s8490,Dislike
149,s1622,Dislike
149,s8565,Like
149,s959,Dislike
149,s330,Dislike
150,s6642,Dislike
150,s7963,Dislike
151,s5530,Dislike
151,s7638,Dislike
153,s8527,Dislike
153,s3941,Dislike
154,s7945,Like
155,s8092,Dislike
155,s7199,Dislike
155,s7531,Dislike
155,s6255,Dislike
155,s7913,Dislike
155,s7621,Dislike
156,s300,Dislike
156,s7199,Dislike
156,s6255,Like
156,s7913,Dislike
156,s583,Dislike
156,s5363,Dislike
156,s6793,Dislike
156,s956,Dislike
156,s6212,Dislike
156,s7316,Dislike
156,s47,Dislike
156,s7412,Dislike
156,s1020,Dislike
156,s7638,Like
156,s2165,Dislike
156,s594,Dislike
156,s6284,Like
156,s330,Dislike
157,s2732,Dislike
157,s7080,Like
157,s6284,Dislike
157,s8257,Dislike
157,s181,Dislike
159,s7621,Like
159,s7638,Dislike
160,s7954,Dislike
160,s300,Dislike
160,s4006,Dislike
160,s7199,Dislike
160,s7209,Dislike
160,s6255,Dislike
160,s7863,Dislike
160,s5363,Dislike
160,s2590,Dislike
160,s6793,Dislike
160,s6799,Like
160,s533,Like
160,s8236,Like
160,s7621,Dislike
160,s7945,Dislike
160,s531,Dislike
160,s6563,Like
160,s5004,Like
161,s6255,Dislike
161,s7638,Dislike
162,s7531,Dislike
163,s6115,Dislike
164,s7954,Dislike
164,s531,Dislike
165,s7954,Dislike
165,s300,Dislike
165,s7199,Dislike
165,s7531,Dislike
165,s5332,Dislike
165,s6793,Dislike
165,s7621,Dislike
165,s5004,Dislike
165,s47,Dislike
165,s3186,Like
165,s7304,Dislike
165,s4046,Dislike
165,s7638,Dislike
165,s330,Dislike
168,s7638,Dislike
170,s7954,Dislike
170,s7863,Dislike
171,s7954,Dislike
171,s956,Dislike
172,s7199,Dislike
173,s7199,Dislike
173,s6255,Dislike
173,s7638,Dislike
174,s5332,Dislike
174,s6360,Dislike
174,s7638,Dislike
174,s2165,Dislike
174,s330,Dislike
175,s6642,Dislike
175,s2897,Dislike
175,s6942,Dislike
175,s7913,Dislike
175,s783,Dislike
177,s1945,Dislike
177,s300,Dislike
177,s8306,Dislike
177,s6511,Dislike
179,s531,Dislike
180,s7954,Like
180,s7199,Dislike
180,s2276,Dislike
180,s4952,Dislike
180,s7638,Like
181,s7954,Dislike
181,s7199,Like
181,s6511,Dislike
181,s7531,Dislike
181,s5332,Dislike
181,s6255,Dislike
181,s7913,Like
181,s6019,Like
181,s6793,Dislike
181,s533,Like
181,s5004,Dislike
181,s6360,Like
181,s7638,Dislike
184,s7954,Dislike
184,s7638,Dislike
184,s330,Dislike
185,s7954,Dislike
185,s300,Dislike
185,s7638,Dislike
187,s7954,Like
187,s6255,Like
187,s7863,Like
187,s6609,Dislike
187,s6793,Like
187,s531,Like
187,s5004,Dislike
187,s6360,Dislike
187,s7304,Dislike
187,s7638,Dislike
187,s2165,Dislike
189,s7954,Dislike
189,s7209,Dislike
189,s6511,Dislike
189,s5332,Dislike
189,s956,Dislike
189,s783,Dislike
189,s533,Dislike
189,s5004,Dislike
189,s6360,Dislike
189,s7304,Dislike
189,s7638,Dislike
190,s171,Dislike
190,s5332,Dislike
190,s6255,Dislike
190,s7913,Dislike
190,s6212,Dislike
190,s1306,Dislike
190,s5004,Dislike
192,s7199,Dislike
193,s2130,Dislike
194,s7638,Dislike
195,s7531,Dislike
195,s5332,Dislike
195,s6255,Dislike
195,s5530,Dislike
195,s8527,Dislike
195,s6115,Dislike
196,s6511,Like
197,s7638,Dislike
198,s7954,Dislike
198,s8111,Like
198,s7199,Dislike
198,s42,Like
198,s6511,Dislike
198,s2721,Dislike
198,s7531,Dislike
198,s5332,Dislike
198,s6255,Dislike
198,s583,Dislike
198,s268,Dislike
198,s7863,Dislike
198,s5363,Dislike
198,s5530,Dislike
198,s6609,Dislike
198,s6793,Dislike
198,s956,Dislike
198,s783,Like
198,s7963,Dislike
198,s6723,Dislike
198,s7126,Dislike
198,s8236,Dislike
198,s7945,Like
198,s7316,Dislike
198,s6115,Dislike
198,s6563,Like
198,s5004,Dislike
198,s6213,Dislike
198,s3046,Dislike
198,s47,Like
198,s1020,Like
198,s4046,Dislike
198,s7638,Dislike
198,s8257,Dislike
198,s178,Like
198,s330,Dislike
200,s6511,Dislike
200,s268,Dislike
203,s5332,Dislike
203,s583,Dislike
203,s6212,Dislike
203,s7621,Dislike
203,s7756,Dislike
203,s959,Dislike
203,s330,Dislike
204,s5332,Dislike
204,s533,Dislike
204,s5004,Dislike
204,s47,Dislike
204,s7638,Dislike
205,s6642,Dislike
205,s268,Dislike
205,s7080,Dislike
206,s6255,Like
206,s2590,Like
206,s4046,Dislike
206,s7638,Dislike
206,s8257,Dislike
207,s7954,Dislike
207,s300,Dislike
207,s7199,Dislike
208,s6115,Like
210,s7954,Dislike
210,s7199,Dislike
210,s6255,Dislike
210,s268,Dislike
210,s2590,Dislike
210,s783,Dislike
210,s8236,Dislike
210,s7621,Like
210,s8075,Dislike
210,s609,Dislike
210,s2165,Dislike
211,s7945,Dislike
211,s2111,Dislike
212,s6255,Dislike
212,s7913,Dislike
212,s7621,Dislike
212,s7945,Dislike
212,s47,Dislike
212,s7638,Dislike
212,s330,Dislike
213,s47,Like
215,s4206,Like
216,s300,Like
216,s7199,Like
219,s1150,Like
219,s6,Dislike
221,s300,Dislike
221,s8306,Dislike
221,s7199,Dislike
221,s6511,Dislike
223,s300,Dislike
223,s7199,Dislike
223,s7531,Dislike
223,s6255,Dislike
223,s8188,Dislike
223,s5530,Dislike
223,s6609,Dislike
223,s6248,Dislike
223,s7621,Dislike
223,s1161,Dislike
223,s6115,Dislike
223,s6360,Dislike
224,s6642,Dislike
224,s7954,Like
224,s3530,Dislike
224,s25,Dislike
224,s7199,Dislike
224,s2897,Dislike
224,s6942,Dislike
224,s2356,Dislike
224,s7209,Dislike
224,s6511,Dislike
224,s7913,Dislike
224,s583,Dislike
224,s6609,Dislike
224,s783,Dislike
224,s533,Dislike
224,s7306,Dislike
224,s7621,Like
224,s7945,Like
224,s7316,Like
224,s6640,Like
224,s1571,Dislike
224,s6082,Dislike
224,s5004,Dislike
224,s6,Dislike
224,s6360,Dislike
224,s3771,Dislike
224,s7638,Dislike
224,s2280,Dislike
224,s181,Dislike
225,s7954,Like
225,s5332,Dislike
225,s6255,Dislike
225,s5363,Dislike
225,s4046,Like
225,s7638,Dislike
226,s7954,Dislike
226,s8306,Like
226,s5332,Dislike
226,s7945,Like
226,s6115,Dislike
226,s6360,Like
226,s47,Dislike
226,s7638,Dislike
226,s2165,Dislike
226,s330,Dislike
227,s7954,Dislike
227,s300,Dislike
227,s25,Dislike
227,s7199,Dislike
227,s7331,Dislike
227,s7209,Dislike
227,s6511,Dislike
227,s5332,Dislike
227,s6255,Dislike
227,s7913,Dislike
227,s583,Dislike
227,s7863,Dislike
227,s5363,Dislike
227,s6019,Dislike
227,s6609,Dislike
227,s6793,Like
227,s956,Like
227,s6362,Dislike
227,s783,Dislike
227,s1815,Dislike
227,s8284,Dislike
227,s6438,Like
227,s533,Dislike
227,s7621,Dislike
227,s7945,Dislike
227,s7316,Like
227,s5334,Like
227,s6115,Dislike
227,s5004,Dislike
227,s609,Like
227,s6,Dislike
227,s6360,Dislike
227,s47,Dislike
227,s3186,Like
227,s7304,Dislike
227,s8152,Like
227,s147,Like
227,s7715,Dislike
227,s7638,Dislike
227,s2165,Like
227,s594,Dislike
227,s8257,Dislike
227,s794,Dislike
227,s5961,Like
227,s181,Dislike
228,s5332,Dislike
228,s6255,Dislike
228,s7863,Dislike
228,s7945,Dislike
228,s531,Dislike
229,s7954,Dislike
229,s7199,Dislike
229,s2590,Dislike
229,s6362,Dislike
233,s25,Dislike
233,s6511,Dislike
233,s7945,Dislike
233,s5004,Dislike
233,s47,Dislike
233,s7638,Dislike
234,s300,Dislike
234,s7199,Dislike
235,s7954,Like
235,s5332,Dislike
235,s6255,Dislike
235,s7638,Dislike
237,s7954,Dislike
237,s2356,Dislike
237,s5332,Dislike
237,s7638,Dislike
239,s2721,Like
243,s7954,Like
245,s7638,Like
247,s6360,Dislike
247,s7638,Dislike
247,s330,Dislike
249,s7945,Dislike
249,s4046,Dislike
249,s7638,Dislike
249,s594,Dislike
250,s7954,Like
250,s5332,Dislike
250,s6255,Dislike
250,s47,Like
250,s7304,Dislike
250,s180,Like
250,s4046,Dislike
250,s7638,Like
250,s5954,Dislike
250,s6284,Like
250,s330,Dislike
252,s7638,Dislike
253,s7638,Dislike
255,s6360,Dislike
257,s7954,Dislike
257,s7199,Dislike
257,s5332,Dislike
257,s6255,Dislike
257,s6609,Dislike
257,s7638,Dislike
258,s5332,Dislike
258,s7638,Dislike
259,s7954,Dislike
259,s3238,Dislike
259,s2356,Dislike
259,s7209,Dislike
259,s7913,Dislike
260,s6642,Dislike
260,s8111,Dislike
260,s300,Dislike
260,s25,Dislike
261,s583,Dislike
261,s7945,Like
261,s5334,Dislike
262,s6255,Like
262,s583,Dislike
262,s6640,Like
263,s7954,Dislike
263,s7199,Dislike
263,s6511,Dislike
263,s5332,Dislike
263,s6255,Dislike
263,s7863,Dislike
263,s5363,Dislike
263,s8527,Dislike
263,s7621,Dislike
263,s7945,Like
263,s531,Dislike
263,s7304,Dislike
263,s5334,Dislike
263,s7638,Dislike
263,s959,Dislike
264,s6019,Dislike
265,s7954,Like
265,s7199,Dislike
265,s5332,Dislike
265,s6255,Dislike
265,s7913,Dislike
265,s8188,Like
265,s6609,Dislike
265,s7996,Like
265,s7621,Dislike
265,s7945,Dislike
265,s5004,Dislike
265,s6213,Like
265,s6360,Dislike
265,s47,Dislike
265,s7638,Dislike
265,s140,Like
268,s7954,Like
268,s300,Dislike
268,s7199,Dislike
272,s7304,Dislike
273,s7863,Dislike
278,s25,Dislike
278,s7531,Dislike
278,s531,Dislike
280,s25,Like
280,s5332,Dislike
280,s783,Like
280,s7621,Like
280,s7304,Dislike
281,s3300,Like
282,s7954,Like
282,s300,Dislike
282,s7199,Dislike
283,s7954,Dislike
283,s6449,Dislike
283,s300,Dislike
283,s7199,Dislike
283,s5332,Dislike
284,s7954,Dislike
284,s7945,Dislike
284,s7638,Dislike
285,s7199,Dislike
285,s6255,Dislike
285,s956,Like
285,s47,Dislike
285,s7304,Dislike
285,s7638,Dislike
289,s7954,Dislike
289,s8111,Like
289,s7913,Dislike
289,s533,Like
289,s7945,Like
289,s5004,Dislike
289,s4206,Dislike
289,s6,Dislike
289,s47,Dislike
289,s7304,Dislike
290,s47,Dislike
292,s7954,Dislike
294,s5332,Dislike
294,s6360,Dislike
294,s7638,Dislike
297,s7954,Dislike
297,s300,Dislike
297,s7913,Dislike
297,s6793,Dislike
297,s7638,Dislike
298,s7954,Dislike
298,s6942,Dislike
298,s2697,Dislike
298,s7638,Dislike
298,s2280,Dislike
299,s7638,Dislike
300,s7954,Dislike
300,s7199,Dislike
300,s6019,Dislike
301,s5332,Dislike
301,s7863,Dislike
301,s7945,Like
301,s47,Dislike
301,s7638,Dislike
301,s140,Dislike
301,s181,Dislike
302,s7954,Dislike
302,s6255,Dislike
302,s6793,Like
302,s7304,Dislike
302,s7638,Dislike
302,s594,Dislike
302,s140,Dislike
302,s330,Dislike
302,s181,Dislike
303,s2356,Dislike
303,s7913,Dislike
303,s5004,Dislike
303,s6360,Dislike
303,s7304,Dislike
303,s6063,Dislike
304,s5332,Dislike
304,s583,Dislike
304,s7945,Dislike
304,s6,Like
304,s6360,Dislike
304,s3186,Dislike
304,s7638,Dislike
305,s7954,Dislike
305,s7199,Dislike
305,s6511,Dislike
305,s5332,Like
305,s6255,Dislike
305,s5363,Dislike
305,s5530,Dislike
305,s6609,Dislike
305,s1052,Dislike
305,s533,Dislike
305,s8236,Like
305,s7621,Like
305,s1161,Dislike
305,s531,Dislike
305,s5004,Dislike
305,s3046,Dislike
305,s6360,Dislike
305,s7304,Dislike
305,s7828,Dislike
305,s1020,Dislike
305,s4046,Dislike
305,s7638,Dislike
305,s594,Like
305,s8257,Dislike
305,s330,Like
306,s6642,Dislike
306,s6019,Dislike
308,s783,Like
309,s2897,Dislike
309,s6563,Like
311,s7954,Dislike
311,s7863,Dislike
311,s5363,Like
311,s6609,Dislike
311,s533,Dislike
311,s7621,Like
311,s567,Dislike
312,s7954,Dislike
313,s7954,Dislike
313,s5332,Dislike
313,s3186,Dislike
313,s7638,Dislike
314,s6511,Dislike
315,s8111,Dislike
315,s300,Dislike
317,s7199,Dislike
317,s6255,Dislike
317,s7638,Dislike
318,s2356,Dislike
318,s7209,Dislike
318,s5332,Dislike
318,s6793,Like
318,s1161,Dislike
319,s7638,Dislike
322,s7996,Like
322,s330,Dislike
323,s8111,Dislike
323,s300,Dislike
324,s6360,Dislike
326,s7199,Dislike
326,s6255,Dislike
326,s5530,Dislike
326,s8527,Dislike
326,s3941,Dislike
326,s8236,Dislike
326,s7945,Like
326,s4046,Dislike
326,s7638,Dislike
326,s1622,Like
327,s7954,Dislike
327,s300,Dislike
327,s8306,Dislike
327,s7199,Dislike
328,s2356,Dislike
328,s6511,Dislike
328,s5332,Dislike
328,s6255,Dislike
328,s7863,Dislike
328,s533,Dislike
328,s7621,Dislike
328,s6115,Dislike
328,s3046,Dislike
328,s7638,Dislike
328,s330,Dislike
332,s8236,Like
333,s7954,Dislike
333,s300,Dislike
333,s7199,Dislike
335,s6609,Dislike
338,s6255,Dislike
338,s5363,Dislike
338,s531,Dislike
339,s6642,Like
339,s7954,Like
339,s2356,Like
339,s6511,Like
339,s5332,Dislike
339,s6255,Dislike
339,s7863,Dislike
339,s5530,Dislike
339,s6609,Like
339,s783,Dislike
339,s7621,Dislike
339,s6115,Dislike
339,s6213,Like
339,s3046,Like
339,s1588,Dislike
339,s8771,Like
339,s358,Like
339,s959,Dislike
340,s7954,Dislike
340,s7913,Dislike
341,s300,Dislike
341,s6511,Dislike
341,s5332,Dislike
341,s6255,Dislike
341,s7913,Dislike
341,s8004,Dislike
341,s6609,Dislike
341,s6793,Dislike
341,s783,Dislike
341,s7621,Dislike
341,s6115,Dislike
342,s300,Dislike
342,s594,Dislike
343,s1161,Dislike
345,s300,Dislike
345,s7199,Dislike
345,s6793,Dislike
345,s956,Dislike
345,s3941,Dislike
345,s7621,Dislike
347,s6642,Dislike
348,s7621,Like
349,s7621,Like
349,s7225,Dislike
349,s47,Dislike
349,s2805,Dislike
351,s2590,Like
351,s6563,Dislike
352,s956,Dislike
352,s6362,Dislike
352,s165,Dislike
352,s7945,Dislike
353,s7199,Dislike
359,s8306,Like
360,s6360,Dislike
361,s7638,Like
363,s300,Dislike
363,s7199,Dislike
367,s638,Dislike
367,s6511,Dislike
368,s7954,Dislike
369,s7954,Dislike
369,s819,Dislike
369,s7638,Dislike
370,s7913,Dislike
370,s6019,Dislike
370,s609,Like
370,s7304,Dislike
370,s6284,Like
370,s7660,Like
371,s7638,Dislike
374,s7954,Dislike
374,s7199,Dislike
374,s5332,Dislike
374,s5363,Dislike
374,s4046,Dislike
374,s7638,Dislike
374,s594,Dislike
375,s300,Dislike
375,s7199,Dislike
378,s7954,Dislike
378,s7199,Dislike
378,s6511,Dislike
378,s5332,Dislike
378,s6255,Dislike
378,s7863,Like
378,s6793,Dislike
378,s7621,Like
378,s7945,Like
378,s5004,Dislike
